,date,Auto-test,Isolement,Symptômes,Contagion,Fièvre,Contact tracing,Autotests COVID,Essoufflement,Maux de tête,Toux,Système immunitaire,Diarrhée,Urgences,Fatigue,Dépression,Hôpital,Variant omicron,Anxiété,Gamma,Soins à domicile,Voyages,Green Pass,Télétravail,Coronavirus,Soins intensifs,Tests PCR,Tests antigéniques,Certificat sanitaire,Ventilation,Perte de goût,Frontières,Quarantaine,Restrictions,Distanciation sociale,Alpha,Chômage,Gel hydroalcoolique,Réanimation,Aéroports,region,region name
67,2021-08-15,0.0,15,50,28,47,0.0,84.0,21,32,36,0,66,62,84,63,62,5,34,38,0.0,73,81.0,13,7,37.0,43.0,0.0,23,47,26.0,23,30,33,0,34,21,9,41,0,U,PACA
68,2021-08-22,0.0,17,52,44,41,0.0,0.0,30,20,31,45,95,49,82,72,56,0,14,46,0.0,65,73.0,9,7,20.0,54.0,0.0,0,32,45.0,0,40,16,0,44,25,7,37,0,U,PACA
69,2021-08-29,0.0,10,48,20,49,0.0,0.0,0,24,22,0,78,39,66,56,72,0,41,43,50.0,74,49.0,33,6,39.0,0.0,19.0,14,56,0.0,16,18,25,0,38,31,0,23,99,U,PACA
70,2021-09-05,0.0,14,46,7,38,0.0,0.0,0,10,29,0,68,56,82,18,84,0,36,87,0.0,64,28.0,32,6,23.0,0.0,0.0,15,77,0.0,9,34,21,0,45,30,5,11,54,U,PACA
71,2021-09-12,0.0,6,45,16,50,0.0,60.0,36,25,44,25,65,49,78,47,68,0,43,57,33.0,65,37.0,20,6,0.0,29.0,34.0,24,74,0.0,22,11,10,0,40,19,12,25,0,U,PACA
72,2021-09-19,0.0,8,47,23,24,0.0,0.0,0,12,40,0,65,44,74,89,64,0,26,61,38.0,67,28.0,22,4,0.0,60.0,0.0,47,31,0.0,20,25,21,25,29,25,0,0,0,U,PACA
73,2021-09-26,0.0,8,37,20,37,0.0,0.0,19,22,47,0,70,43,91,46,62,2,28,53,0.0,75,0.0,23,5,36.0,41.0,0.0,0,66,0.0,16,0,13,0,37,45,4,0,60,U,PACA
74,2021-10-03,35.0,3,43,10,27,0.0,32.0,29,0,45,0,75,35,89,48,63,4,35,56,0.0,68,34.0,15,4,0.0,46.0,48.0,0,55,0.0,0,5,21,0,35,30,0,0,0,U,PACA
75,2021-10-10,14.0,5,42,19,39,0.0,0.0,0,33,55,25,80,33,73,63,79,0,53,53,0.0,90,21.0,14,4,0.0,48.0,0.0,0,38,0.0,14,20,13,22,42,22,10,0,43,U,PACA
76,2021-10-17,0.0,2,44,14,34,80.0,0.0,36,12,76,29,63,32,87,46,78,0,68,71,0.0,78,58.0,20,4,64.0,36.0,0.0,45,46,0.0,15,13,15,0,38,14,0,24,95,U,PACA
77,2021-10-24,17.0,4,45,10,45,0.0,0.0,0,24,66,0,64,37,85,75,75,0,32,64,0.0,68,34.0,12,4,0.0,34.0,0.0,0,72,0.0,31,22,21,39,39,27,4,8,49,U,PACA
78,2021-10-31,0.0,5,44,11,44,0.0,0.0,0,15,66,23,63,56,70,81,66,0,55,31,0.0,62,43.0,16,4,0.0,0.0,0.0,0,71,39.0,22,20,6,0,33,36,3,14,33,U,PACA
79,2021-11-07,16.0,7,50,12,35,0.0,36.0,57,46,56,27,61,33,59,66,66,0,25,57,0.0,73,0.0,15,4,0.0,0.0,21.0,52,29,0.0,13,6,18,0,43,26,0,18,0,U,PACA
80,2021-11-14,100.0,9,47,24,35,0.0,0.0,17,27,66,0,69,62,80,72,77,4,29,69,0.0,79,27.0,21,6,31.0,0.0,33.0,0,64,0.0,8,0,17,22,39,33,9,18,0,U,PACA
81,2021-11-21,0.0,14,50,19,61,42.0,0.0,0,35,72,30,47,34,73,0,67,23,46,67,0.0,67,32.0,17,7,24.0,23.0,0.0,14,64,66.0,23,23,30,38,37,28,3,16,37,U,PACA
82,2021-11-28,0.0,22,54,36,44,0.0,0.0,82,32,90,36,65,47,49,39,65,100,23,59,47.0,49,22.0,13,7,0.0,32.0,66.0,16,63,0.0,43,36,57,30,40,14,0,27,41,U,PACA
83,2021-12-05,0.0,17,48,52,56,51.0,0.0,26,24,74,0,59,41,63,47,57,31,0,81,30.0,47,28.0,14,7,0.0,52.0,0.0,18,56,0.0,28,20,51,0,41,32,0,27,61,U,PACA
84,2021-12-12,15.0,28,61,48,57,100.0,57.0,43,32,81,41,73,55,76,72,59,26,17,69,0.0,47,24.0,21,7,100.0,26.0,0.0,48,58,43.0,10,28,71,0,35,21,15,29,0,U,PACA
85,2021-12-19,0.0,41,74,84,61,0.0,36.0,0,27,100,55,71,70,84,78,65,43,17,32,48.0,49,25.0,27,9,0.0,47.0,0.0,15,59,0.0,24,41,74,0,37,23,4,52,0,U,PACA
86,2021-12-26,27.0,74,90,100,46,0.0,45.0,22,39,93,46,100,100,67,92,52,57,27,64,0.0,49,57.0,70,9,37.0,26.0,0.0,32,40,0.0,15,46,68,0,32,21,8,100,0,U,PACA
87,2022-01-02,0.0,100,85,75,62,0.0,63.0,0,47,90,31,96,71,88,60,80,35,63,100,39.0,57,81.0,80,9,68.0,43.0,59.0,70,100,0.0,31,48,31,22,44,39,13,87,0,U,PACA
88,2022-01-09,24.0,60,91,69,63,0.0,0.0,68,46,67,45,66,49,99,86,71,24,17,57,0.0,64,26.0,45,8,0.0,37.0,47.0,29,32,62.0,19,15,39,0,41,23,13,62,0,U,PACA
89,2022-01-16,64.0,66,100,57,100,0.0,69.0,0,16,59,41,56,57,93,50,88,17,51,61,0.0,91,64.0,47,6,25.0,59.0,0.0,61,82,0.0,8,16,63,0,38,26,7,36,100,U,PACA
90,2022-01-23,28.0,69,98,76,79,0.0,28.0,100,57,78,52,66,52,80,89,83,23,79,72,26.0,89,64.0,35,6,0.0,78.0,0.0,62,77,67.0,24,13,39,0,37,38,8,24,0,U,PACA
91,2022-01-30,0.0,37,80,56,69,0.0,0.0,77,28,45,54,79,49,85,38,77,8,16,59,0.0,73,53.0,27,5,40.0,0.0,41.0,42,63,0.0,13,17,45,0,31,31,14,25,0,U,PACA
92,2022-02-06,0.0,29,69,37,51,0.0,0.0,43,48,71,0,57,54,90,72,82,7,17,65,0.0,89,21.0,11,4,0.0,64.0,0.0,0,61,62.0,15,24,15,0,35,19,7,13,51,U,PACA
93,2022-02-13,29.0,16,62,27,46,49.0,47.0,33,22,46,59,67,55,72,53,75,4,55,61,33.0,99,31.0,22,4,49.0,0.0,26.0,14,65,40.0,15,11,22,0,41,20,11,43,24,U,PACA
94,2022-02-20,0.0,15,54,28,35,0.0,0.0,34,36,44,0,73,53,83,78,92,5,46,69,0.0,85,22.0,18,3,0.0,27.0,15.0,30,55,0.0,15,16,13,0,41,31,4,14,0,U,PACA
95,2022-02-27,12.0,16,60,23,46,0.0,0.0,48,28,49,20,65,45,66,54,75,2,35,60,0.0,79,25.0,16,3,0.0,40.0,0.0,17,39,0.0,18,17,16,0,43,21,5,28,0,U,PACA
96,2022-03-06,0.0,14,64,21,54,0.0,0.0,40,26,52,0,61,46,85,82,87,8,53,62,0.0,79,15.0,15,3,0.0,0.0,0.0,18,54,0.0,22,14,18,0,41,25,0,15,65,U,PACA
97,2022-03-13,0.0,16,65,37,39,0.0,24.0,32,29,64,21,71,51,87,89,83,5,91,44,0.0,92,58.0,26,3,39.0,20.0,37.0,0,56,0.0,15,13,18,14,33,32,5,20,64,U,PACA
98,2022-03-20,0.0,21,66,48,79,0.0,0.0,0,10,73,46,62,56,84,88,77,0,39,70,0.0,74,16.0,7,3,62.0,11.0,20.0,0,42,30.0,14,5,20,0,34,23,6,23,0,U,PACA
99,2022-03-27,22.0,19,70,44,72,33.0,0.0,42,42,73,63,72,43,92,85,87,3,37,61,18.0,80,22.0,24,3,0.0,15.0,0.0,0,50,36.0,12,7,13,34,40,41,4,7,72,U,PACA
100,2022-04-03,22.0,24,69,77,78,0.0,0.0,0,45,83,0,74,45,86,60,85,2,74,58,0.0,79,19.0,14,3,25.0,20.0,19.0,9,58,0.0,11,12,15,24,44,27,0,9,30,U,PACA
101,2022-04-10,0.0,19,62,49,57,0.0,0.0,25,22,73,0,68,51,88,86,69,2,36,47,0.0,89,12.0,11,2,0.0,10.0,0.0,21,52,32.0,10,0,17,0,37,40,6,24,27,U,PACA
102,2022-04-17,0.0,10,70,41,45,0.0,0.0,26,20,66,29,81,46,82,66,76,2,37,47,0.0,78,31.0,16,2,16.0,0.0,0.0,33,61,34.0,16,0,6,0,39,32,0,6,0,U,PACA
103,2022-04-24,8.0,10,71,33,60,40.0,22.0,0,18,38,18,61,54,71,68,82,2,51,59,0.0,77,18.0,9,2,34.0,0.0,16.0,18,50,0.0,30,12,12,0,43,36,3,12,0,U,PACA
104,2022-05-01,0.0,8,59,19,49,27.0,0.0,22,28,41,46,62,47,94,100,78,1,47,51,0.0,92,21.0,21,2,0.0,0.0,0.0,0,43,0.0,12,0,14,0,37,36,0,12,82,U,PACA
105,2022-05-08,0.0,7,65,27,40,0.0,0.0,57,30,48,22,51,51,79,67,86,2,35,65,0.0,97,0.0,17,2,0.0,0.0,65.0,0,59,0.0,8,0,11,0,33,35,2,9,0,U,PACA
106,2022-05-15,0.0,2,75,25,46,34.0,0.0,17,22,47,22,63,45,76,56,100,0,62,66,0.0,85,26.0,23,1,55.0,0.0,0.0,0,72,0.0,10,7,23,30,31,40,5,15,45,U,PACA
107,2022-05-22,0.0,3,75,27,41,0.0,34.0,0,10,40,28,61,64,80,66,81,0,36,44,0.0,100,0.0,16,1,21.0,0.0,43.0,0,48,0.0,10,11,19,24,50,18,0,18,63,U,PACA
108,2022-05-29,0.0,5,62,21,51,0.0,47.0,25,0,42,0,67,58,97,81,87,0,34,43,0.0,98,0.0,21,1,20.0,0.0,0.0,0,74,0.0,11,8,13,0,43,41,0,15,0,U,PACA
0,2020-05-03,0.0,5,32,41,46,48.0,0.0,38,39,22,41,39,55,40,13,62,2,13,25,0.0,28,27.0,68,100,0.0,19.0,22.0,0,36,0.0,54,80,8,83,53,100,99,41,0,B,Aquitaine
1,2020-05-10,0.0,3,40,24,31,17.0,0.0,0,34,17,25,40,55,58,31,59,4,38,37,14.0,38,0.0,48,88,0.0,0.0,0.0,0,68,0.0,44,37,0,58,57,69,100,20,44,B,Aquitaine
2,2020-05-17,26.0,1,37,18,40,0.0,25.0,27,16,12,22,51,51,57,41,62,0,38,34,0.0,39,31.0,38,64,0.0,22.0,0.0,0,40,90.0,73,36,6,31,45,54,66,54,0,B,Aquitaine
3,2020-05-24,0.0,8,29,11,46,0.0,0.0,63,11,24,28,49,62,72,29,52,5,39,49,0.0,29,0.0,46,48,0.0,0.0,0.0,0,33,22.0,66,23,8,28,50,68,37,57,0,B,Aquitaine
4,2020-05-31,0.0,3,27,24,29,0.0,0.0,53,0,18,20,48,53,77,50,53,0,27,39,0.0,54,0.0,42,37,33.0,0.0,0.0,0,46,14.0,86,33,6,23,50,59,27,43,0,B,Aquitaine
5,2020-06-07,0.0,5,27,13,42,0.0,44.0,0,47,19,0,43,43,64,11,75,0,38,38,0.0,63,0.0,34,31,0.0,0.0,0.0,0,98,0.0,84,49,5,15,46,56,21,34,24,B,Aquitaine
6,2020-06-14,0.0,3,20,25,58,0.0,0.0,0,20,7,0,43,70,66,36,77,0,36,50,19.0,50,0.0,50,32,0.0,0.0,0.0,0,85,0.0,100,30,0,33,47,74,18,28,72,B,Aquitaine
7,2020-06-21,0.0,7,23,10,39,0.0,0.0,0,0,10,0,41,38,68,45,63,0,38,51,0.0,49,0.0,44,34,0.0,0.0,0.0,0,61,0.0,66,20,0,0,46,41,17,19,35,B,Aquitaine
8,2020-06-28,37.0,3,25,30,23,0.0,39.0,0,12,11,0,61,65,55,37,44,0,42,44,0.0,56,0.0,25,32,0.0,0.0,0.0,0,77,0.0,78,42,10,28,45,51,20,26,58,B,Aquitaine
9,2020-07-05,0.0,0,29,0,14,23.0,0.0,28,0,10,0,54,76,64,32,75,0,50,46,0.0,59,0.0,14,41,0.0,0.0,0.0,0,40,0.0,51,37,12,44,47,41,15,12,0,B,Aquitaine
10,2020-07-12,0.0,5,33,20,49,0.0,0.0,90,23,35,0,54,68,63,39,66,4,0,25,0.0,66,19.0,9,42,14.0,0.0,0.0,0,47,0.0,50,18,3,31,48,36,3,13,0,B,Aquitaine
11,2020-07-19,33.0,2,35,27,50,0.0,19.0,0,17,17,0,57,68,66,59,68,0,0,34,0.0,53,0.0,17,37,0.0,23.0,0.0,0,76,0.0,100,27,14,0,41,32,17,0,0,B,Aquitaine
12,2020-07-26,0.0,4,28,27,51,0.0,0.0,27,38,20,0,47,70,63,37,52,0,63,17,21.0,55,39.0,19,35,0.0,0.0,0.0,0,36,0.0,39,31,10,0,50,49,19,42,25,B,Aquitaine
13,2020-08-02,0.0,0,39,11,44,0.0,0.0,0,16,23,0,66,70,58,54,64,0,20,25,19.0,36,0.0,16,30,0.0,0.0,0.0,0,62,0.0,33,40,12,0,29,30,14,0,40,B,Aquitaine
14,2020-08-09,41.0,2,25,15,42,0.0,0.0,87,29,27,20,48,70,68,58,59,0,51,32,0.0,53,0.0,0,30,0.0,0.0,0.0,0,0,0.0,22,100,10,15,45,25,15,25,69,B,Aquitaine
15,2020-08-16,0.0,5,36,29,50,0.0,0.0,25,21,33,0,59,67,79,53,50,0,37,19,0.0,58,33.0,37,31,0.0,0.0,0.0,0,48,0.0,23,57,18,0,56,38,13,29,0,B,Aquitaine
16,2020-08-23,0.0,9,44,27,50,0.0,40.0,0,18,28,0,39,77,76,56,70,5,22,41,14.0,46,55.0,25,30,0.0,27.0,0.0,13,47,17.0,22,66,12,0,48,47,19,32,0,B,Aquitaine
17,2020-08-30,0.0,8,43,46,41,0.0,0.0,0,40,25,20,46,53,66,48,79,0,35,34,0.0,61,0.0,25,30,22.0,27.0,0.0,0,69,0.0,20,30,9,19,48,49,28,0,0,B,Aquitaine
18,2020-09-06,0.0,3,52,18,74,40.0,0.0,0,37,44,25,43,67,56,64,72,4,29,41,16.0,66,0.0,19,35,0.0,41.0,0.0,0,74,19.0,44,55,25,0,52,38,18,56,23,B,Aquitaine
19,2020-09-13,0.0,4,47,25,58,0.0,0.0,30,0,47,0,54,36,82,45,66,0,39,8,0.0,43,0.0,38,33,21.0,16.0,0.0,0,52,0.0,30,50,50,18,60,43,17,35,0,B,Aquitaine
20,2020-09-20,0.0,0,37,33,51,18.0,0.0,0,28,34,19,41,37,65,32,70,0,48,39,0.0,32,0.0,13,29,30.0,0.0,0.0,0,78,0.0,18,35,62,0,45,45,16,80,0,B,Aquitaine
21,2020-09-27,0.0,6,34,11,45,50.0,0.0,29,0,26,46,44,50,60,36,62,0,41,53,0.0,43,0.0,23,25,14.0,0.0,0.0,0,68,0.0,30,25,29,0,35,34,10,0,0,B,Aquitaine
22,2020-10-04,0.0,2,40,22,39,24.0,0.0,0,35,40,0,34,42,62,37,64,0,19,52,0.0,41,45.0,26,26,26.0,0.0,0.0,40,42,0.0,18,41,32,33,56,32,7,36,0,B,Aquitaine
23,2020-10-11,0.0,4,42,34,11,0.0,25.0,33,39,36,0,38,71,59,46,67,0,73,51,0.0,49,49.0,33,26,31.0,0.0,0.0,0,85,0.0,21,40,42,0,48,35,3,0,0,B,Aquitaine
24,2020-10-18,0.0,5,39,41,45,0.0,0.0,0,41,38,0,40,66,61,77,62,0,59,40,16.0,33,0.0,30,30,0.0,0.0,42.0,0,62,0.0,49,40,32,0,45,38,14,77,0,B,Aquitaine
25,2020-10-25,0.0,6,48,49,48,36.0,0.0,0,0,47,0,41,51,57,61,79,0,68,35,23.0,44,0.0,100,42,0.0,35.0,0.0,0,28,19.0,51,31,38,0,44,48,12,88,36,B,Aquitaine
26,2020-11-01,0.0,6,43,44,49,0.0,0.0,29,29,34,43,28,35,53,49,57,0,14,31,0.0,10,0.0,83,32,19.0,0.0,22.0,0,39,15.0,15,18,7,0,47,60,11,22,30,B,Aquitaine
27,2020-11-08,0.0,7,41,31,54,0.0,0.0,26,38,35,41,41,46,66,48,52,0,57,39,0.0,22,0.0,35,31,23.0,0.0,67.0,0,47,0.0,12,26,16,15,45,36,11,33,29,B,Aquitaine
28,2020-11-15,0.0,2,29,27,39,0.0,0.0,0,0,23,36,31,39,54,60,65,0,45,42,16.0,36,0.0,24,24,0.0,46.0,0.0,10,63,36.0,15,0,8,0,57,36,21,0,0,B,Aquitaine
29,2020-11-22,0.0,4,30,0,36,0.0,0.0,0,24,25,0,51,53,57,47,56,0,63,51,0.0,35,0.0,46,19,0.0,0.0,100.0,0,71,0.0,21,0,25,19,45,47,12,21,0,B,Aquitaine
30,2020-11-29,0.0,3,32,16,32,0.0,0.0,0,27,25,25,35,39,44,69,56,4,35,41,0.0,49,0.0,0,16,0.0,26.0,33.0,0,70,0.0,10,15,13,0,50,46,10,15,35,B,Aquitaine
31,2020-12-06,0.0,2,35,11,42,0.0,0.0,20,31,26,0,42,49,43,73,59,0,56,28,14.0,43,0.0,34,18,0.0,37.0,29.0,28,41,12.0,22,22,14,0,37,30,0,45,0,B,Aquitaine
32,2020-12-13,40.0,0,31,30,39,0.0,0.0,0,40,38,52,28,46,60,66,52,0,75,39,38.0,46,0.0,17,17,0.0,0.0,0.0,0,35,0.0,12,28,22,0,51,29,9,23,63,B,Aquitaine
33,2020-12-20,0.0,3,38,42,41,33.0,29.0,70,0,31,0,45,55,45,39,47,0,33,34,0.0,28,0.0,17,24,0.0,29.0,27.0,0,46,0.0,15,0,21,47,43,19,9,14,31,B,Aquitaine
34,2020-12-27,0.0,3,33,21,51,0.0,0.0,0,44,27,0,54,49,66,23,41,0,0,21,0.0,42,0.0,7,22,0.0,44.0,0.0,0,53,0.0,7,12,29,0,43,21,9,0,0,B,Aquitaine
35,2021-01-03,0.0,4,34,35,59,0.0,30.0,29,26,33,0,33,48,56,57,67,0,23,47,0.0,33,0.0,32,23,37.0,17.0,0.0,0,90,0.0,23,30,20,0,50,51,9,22,53,B,Aquitaine
36,2021-01-10,0.0,5,47,24,51,18.0,0.0,0,0,35,27,50,40,74,50,71,0,41,45,17.0,39,0.0,19,25,0.0,0.0,0.0,0,76,0.0,20,11,17,0,59,41,11,15,0,B,Aquitaine
37,2021-01-17,40.0,14,47,34,55,48.0,0.0,0,45,41,27,42,34,64,64,87,4,25,36,23.0,54,0.0,36,26,14.0,100.0,0.0,0,25,20.0,25,70,23,0,55,43,7,16,0,B,Aquitaine
38,2021-01-24,0.0,8,42,27,86,0.0,0.0,22,49,35,59,44,50,67,84,76,0,88,45,0.0,41,0.0,27,26,0.0,0.0,76.0,0,49,0.0,40,27,30,31,44,31,6,28,0,B,Aquitaine
39,2021-01-31,0.0,8,39,34,64,61.0,39.0,100,35,45,0,60,59,60,15,51,0,41,47,0.0,21,0.0,48,22,0.0,25.0,0.0,0,43,0.0,34,15,30,0,57,43,5,12,0,B,Aquitaine
40,2021-02-07,0.0,6,35,21,59,0.0,0.0,0,58,32,0,43,22,49,60,89,0,77,65,28.0,39,30.0,18,18,0.0,32.0,0.0,0,63,20.0,24,0,5,24,48,30,17,19,0,B,Aquitaine
41,2021-02-14,0.0,6,35,19,58,0.0,0.0,76,36,30,0,50,62,68,64,67,9,14,66,0.0,31,0.0,23,17,100.0,0.0,0.0,0,28,17.0,18,7,14,0,55,25,5,0,0,B,Aquitaine
42,2021-02-21,0.0,9,41,14,48,21.0,0.0,53,45,34,53,45,44,62,51,69,0,52,34,0.0,42,0.0,20,19,0.0,55.0,0.0,0,37,0.0,32,25,20,0,51,45,7,16,0,B,Aquitaine
43,2021-02-28,47.0,9,36,28,32,0.0,0.0,30,22,30,0,42,30,75,61,80,3,37,47,0.0,28,0.0,20,15,0.0,26.0,0.0,0,51,0.0,13,8,6,0,44,47,0,26,72,B,Aquitaine
44,2021-03-07,0.0,5,41,29,58,0.0,0.0,0,41,44,0,42,52,91,69,82,0,68,29,82.0,38,0.0,16,14,0.0,0.0,59.0,16,68,0.0,30,23,11,0,55,43,4,63,0,B,Aquitaine
45,2021-03-14,0.0,7,48,37,42,43.0,0.0,25,24,40,35,51,46,64,31,73,0,61,53,27.0,44,0.0,23,17,0.0,0.0,31.0,20,41,0.0,9,41,25,0,47,48,9,57,46,B,Aquitaine
46,2021-03-21,0.0,5,44,31,56,0.0,0.0,53,22,58,46,43,47,78,83,67,0,27,57,0.0,47,0.0,35,19,21.0,53.0,70.0,13,42,0.0,48,20,19,0,56,56,12,51,0,B,Aquitaine
47,2021-03-28,0.0,8,51,22,41,0.0,0.0,0,33,38,0,42,26,67,89,84,0,75,38,0.0,26,0.0,76,21,53.0,56.0,0.0,0,39,0.0,17,16,100,0,40,89,6,60,0,B,Aquitaine
48,2021-04-04,0.0,6,50,25,66,19.0,0.0,56,0,57,0,55,99,85,73,58,0,47,42,35.0,41,37.0,53,16,0.0,0.0,0.0,0,49,0.0,16,22,39,0,46,56,0,29,43,B,Aquitaine
49,2021-04-11,0.0,8,39,24,72,18.0,0.0,27,29,32,49,43,57,79,51,79,0,16,27,0.0,16,0.0,32,15,0.0,0.0,0.0,0,37,0.0,18,24,14,0,46,50,0,48,29,B,Aquitaine
50,2021-04-18,0.0,3,45,27,48,96.0,100.0,0,36,21,56,47,89,63,76,66,0,42,52,0.0,33,0.0,33,14,0.0,19.0,0.0,0,51,0.0,26,24,17,0,100,13,5,23,0,B,Aquitaine
51,2021-04-25,0.0,5,39,6,35,0.0,0.0,95,15,18,0,41,65,72,86,100,0,12,41,39.0,49,0.0,50,12,0.0,68.0,0.0,21,27,0.0,20,37,30,0,52,47,0,30,0,B,Aquitaine
52,2021-05-02,0.0,5,44,17,56,0.0,0.0,0,21,25,31,61,52,65,53,70,0,31,56,0.0,38,27.0,40,9,0.0,0.0,0.0,0,31,20.0,16,64,40,0,60,59,0,38,0,B,Aquitaine
53,2021-05-09,0.0,5,33,28,39,0.0,38.0,0,16,32,23,44,75,74,72,62,0,34,45,0.0,42,0.0,24,9,0.0,22.0,0.0,14,35,0.0,24,59,15,0,43,26,3,59,0,B,Aquitaine
54,2021-05-16,0.0,6,40,11,32,0.0,0.0,97,27,36,0,40,57,62,71,80,0,56,8,16.0,44,0.0,49,9,0.0,0.0,0.0,10,63,0.0,39,37,21,0,40,37,6,25,0,B,Aquitaine
55,2021-05-23,0.0,5,35,9,60,0.0,0.0,63,18,31,0,43,90,50,25,77,3,56,43,0.0,68,0.0,50,7,0.0,44.0,43.0,12,34,0.0,25,45,15,0,46,45,12,0,0,B,Aquitaine
56,2021-05-30,0.0,0,40,25,21,0.0,0.0,32,0,36,0,36,49,56,40,72,0,63,49,0.0,72,0.0,23,7,0.0,22.0,0.0,0,67,0.0,40,14,18,20,35,38,9,0,0,B,Aquitaine
57,2021-06-06,0.0,10,35,21,24,0.0,0.0,44,32,24,0,53,78,55,35,71,0,24,26,0.0,51,0.0,60,8,30.0,0.0,48.0,28,34,0.0,29,32,29,18,50,25,9,12,0,B,Aquitaine
58,2021-06-13,0.0,2,32,17,42,0.0,0.0,0,0,33,0,35,73,76,48,74,0,22,35,21.0,75,0.0,16,7,0.0,34.0,31.0,0,35,0.0,18,37,12,0,42,32,4,26,0,B,Aquitaine
59,2021-06-20,0.0,4,36,44,32,52.0,0.0,0,0,34,0,60,35,87,62,81,0,0,30,19.0,69,0.0,29,6,0.0,26.0,0.0,12,46,0.0,26,29,15,0,59,48,0,0,0,B,Aquitaine
60,2021-06-27,0.0,8,29,19,32,0.0,0.0,0,11,26,0,42,67,73,34,65,0,38,42,0.0,73,0.0,0,6,64.0,46.0,54.0,55,26,0.0,7,31,24,37,41,37,6,18,0,B,Aquitaine
61,2021-07-04,0.0,6,43,24,48,0.0,0.0,0,56,35,38,55,84,70,53,63,0,37,58,0.0,61,0.0,10,8,0.0,48.0,0.0,0,44,0.0,30,17,59,100,41,9,0,0,0,B,Aquitaine
62,2021-07-11,0.0,11,43,32,48,0.0,91.0,24,23,44,0,65,83,84,59,69,0,26,39,18.0,48,53.0,15,9,0.0,83.0,39.0,100,48,0.0,27,66,71,0,44,27,0,35,0,B,Aquitaine
63,2021-07-18,0.0,18,51,47,61,28.0,84.0,28,18,48,0,66,70,84,47,92,0,33,30,0.0,65,22.0,18,11,0.0,84.0,0.0,64,52,0.0,18,64,57,26,36,19,8,65,0,B,Aquitaine
64,2021-07-25,0.0,14,48,43,62,0.0,25.0,0,36,39,35,53,81,94,44,68,0,44,34,0.0,37,39.0,23,10,0.0,29.0,47.0,50,43,0.0,0,46,50,0,41,18,0,41,100,B,Aquitaine
65,2021-08-01,0.0,15,41,46,37,0.0,40.0,71,32,44,39,44,75,67,49,55,0,54,20,37.0,56,0.0,12,9,0.0,41.0,24.0,32,38,21.0,6,51,36,0,50,22,3,37,0,B,Aquitaine
66,2021-08-08,45.0,12,46,26,62,0.0,0.0,47,22,35,0,56,78,65,44,69,0,29,47,0.0,53,36.0,9,9,0.0,38.0,0.0,28,46,0.0,13,18,20,0,41,24,4,47,0,B,Aquitaine
67,2021-08-15,0.0,10,44,28,36,0.0,0.0,21,36,34,26,52,71,66,49,75,0,0,24,0.0,49,38.0,20,8,0.0,75.0,43.0,12,23,0.0,13,21,13,0,50,15,5,44,28,B,Aquitaine
68,2021-08-22,0.0,10,44,42,18,0.0,0.0,0,0,39,0,59,73,71,0,60,0,20,24,41.0,59,0.0,16,6,0.0,33.0,0.0,13,65,35.0,0,21,11,0,62,29,4,13,86,B,Aquitaine
69,2021-08-29,28.0,4,33,19,70,100.0,0.0,87,46,51,0,44,46,69,40,66,0,68,58,0.0,60,0.0,5,6,31.0,55.0,0.0,0,55,0.0,14,22,15,0,55,19,5,0,44,B,Aquitaine
70,2021-09-05,0.0,6,42,20,45,0.0,0.0,43,19,44,0,49,69,67,46,67,0,60,21,19.0,76,0.0,17,5,0.0,44.0,29.0,0,51,0.0,0,36,8,0,64,31,5,26,0,B,Aquitaine
71,2021-09-12,28.0,6,41,31,36,67.0,0.0,28,14,51,0,49,57,70,51,67,0,62,40,46.0,92,30.0,16,5,0.0,42.0,0.0,0,48,0.0,19,24,10,0,49,29,6,59,0,B,Aquitaine
72,2021-09-19,0.0,6,40,22,35,30.0,0.0,0,41,52,0,50,62,82,46,66,0,0,33,0.0,66,0.0,11,4,33.0,24.0,46.0,0,57,0.0,18,7,10,0,53,32,0,23,0,B,Aquitaine
73,2021-09-26,0.0,3,38,17,54,22.0,28.0,0,0,49,0,44,30,81,63,67,5,17,46,22.0,74,79.0,14,4,27.0,64.0,0.0,0,87,40.0,26,14,19,0,45,67,4,0,0,B,Aquitaine
74,2021-10-03,0.0,0,45,18,26,0.0,0.0,0,0,66,30,38,58,44,39,69,4,20,46,0.0,51,21.0,22,4,0.0,59.0,0.0,0,40,0.0,9,11,7,0,49,40,0,21,0,B,Aquitaine
75,2021-10-10,0.0,2,42,23,60,0.0,0.0,0,19,87,43,37,67,67,0,76,0,30,44,18.0,54,0.0,43,3,0.0,0.0,0.0,23,72,0.0,10,13,11,57,50,29,0,0,0,B,Aquitaine
76,2021-10-17,0.0,3,32,34,56,0.0,0.0,0,16,76,39,43,92,51,59,59,0,34,14,0.0,89,0.0,0,4,0.0,0.0,31.0,0,65,28.0,12,16,14,0,40,30,0,21,0,B,Aquitaine
77,2021-10-24,0.0,2,35,24,49,0.0,34.0,41,0,87,0,45,47,86,38,57,0,29,67,0.0,54,0.0,14,4,0.0,36.0,0.0,0,74,19.0,13,16,0,28,49,21,5,0,0,B,Aquitaine
78,2021-10-31,0.0,2,42,37,36,0.0,0.0,75,21,87,0,44,74,37,69,59,0,26,22,0.0,88,35.0,10,4,0.0,0.0,0.0,0,66,0.0,20,0,9,0,44,19,0,17,0,B,Aquitaine
